,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
5206,Hyundai Verna 1.6 SX VTVT,3.34 Lakh,"1,30,625 kms",Petrol,Manual,2nd Owner,2011,998 cc,5 Seats
5207,Hyundai Creta 1.6 VTVT E Plus,7.90 Lakh,"44,401 kms",Petrol,Manual,3rd Owner,2017,1248 cc,5 Seats
5208,Renault KWID RXT,2.72 Lakh,"11,592 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
5209,Tata Tiago 1.2 Revotron XT,4.23 Lakh,"34,121 kms",Petrol,Manual,2nd Owner,2018,1199 cc,5 Seats
5210,Hyundai EON Magna Optional,1.77 Lakh,"33,611 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
5211,Maruti Vitara Brezza VDi Option,7.85 Lakh,"53,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats
5212,Hyundai Venue SX Dual Tone Turbo BSIV,9.50 Lakh,"55,000 kms",Petrol,Manual,2nd Owner,2019,1956 cc,5 Seats
5213,Hyundai i10 Magna,5 Lakh,"58,000 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats
5214,Maruti Wagon R LXI,5 Lakh,"68,000 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats
5215,Chevrolet Sail LS ABS,7.50 Lakh,"76,800 kms",Diesel,Manual,1st Owner,2013,999 cc,5 Seats
5216,Maruti Swift Dzire AMT ZDI Plus,7.57 Lakh,"68,477 kms",Diesel,Automatic,2nd Owner,2019,1451 cc,5 Seats
5217,Honda Amaze VX CVT Petrol BSIV,6.67 Lakh,"24,370 kms",Petrol,Automatic,1st Owner,2019,1956 cc,5 Seats
5218,Maruti Swift Dzire VXi AT,5.98 Lakh,"64,071 kms",Petrol,Automatic,1st Owner,2017,1199 cc,5 Seats
5219,Honda Amaze S Diesel,6 Lakh,"94,403 kms",Diesel,Manual,1st Owner,2015,1497 cc,5 Seats
5220,Tata Harrier XZ Plus Dual Tone,22.06 Lakh,"14,519 kms",Diesel,Manual,1st Owner,2022,1197 cc,5 Seats
5221,Honda City i VTEC CVT VX,5.55 Lakh,"31,938 kms",Petrol,Automatic,1st Owner,2014,998 cc,5 Seats
5222,Maruti Alto K10 LXI,2.82 Lakh,"39,873 kms",Petrol,Manual,2nd Owner,2017,1950 cc,5 Seats
5223,Volkswagen Vento 1.0 TSI Comfortline,8.64 Lakh,"22,649 kms",Petrol,Manual,1st Owner,2021,1950 cc,5 Seats
5224,MG Hector Sharp DCT Dualtone,15.76 Lakh,"27,710 kms",Petrol,Automatic,1st Owner,2020,2987 cc,5 Seats
5225,Tata Harrier XZA Plus Dual Tone AT,20.14 Lakh,"35,575 kms",Diesel,Automatic,1st Owner,2020,2143 cc,5 Seats
5226,Honda WR-V i-VTEC S,6.96 Lakh,"65,062 kms",Petrol,Manual,1st Owner,2019,1968 cc,5 Seats
5227,Honda City i VTEC CVT VX,5.40 Lakh,"87,144 kms",Petrol,Automatic,2nd Owner,2014,1995 cc,5 Seats
5228,Hyundai i20 Asta IVT,9.29 Lakh,"24,561 kms",Petrol,Automatic,1st Owner,2021,1405 cc,5 Seats
5229,Maruti Alto K10 LXI,3.25 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2016,1995 cc,5 Seats
5230,Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,2143 cc,5 Seats
5231,Mercedes-Benz GLE 300d,89 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,2993 cc,4 Seats
5232,Mercedes-Benz S-Class S 350 CDI,71.50 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2017,1968 cc,4 Seats
5233,Mercedes-Benz C-Class 220 CDI AT,13.75 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2013,2143 cc,5 Seats
5234,Audi A6 35 TDI,24.50 Lakh,"68,000 kms",Diesel,Automatic,1st Owner,2016,2993 cc,5 Seats
5235,BMW 5 Series 520d Sport Line,40.50 Lakh,"55,000 kms",Diesel,Automatic,2nd Owner,2018,1498 cc,5 Seats
5236,Tata Indigo LX,1.50 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2012,1595 cc,5 Seats
5237,BMW 3 Series 320d GT Luxury Line,18.50 Lakh,"64,593 kms",Diesel,Automatic,3rd Owner,2014,2967 cc,5 Seats
5238,Mercedes-Benz E-Class E250 CDI Avantgarde,22 Lakh,"63,203 kms",Diesel,Automatic,2nd Owner,2015,2993 cc,5 Seats
5239,BMW X6 xDrive 40d M Sport,37.90 Lakh,"75,000 kms",Diesel,Automatic,2nd Owner,2015,2143 cc,5 Seats
5240,Audi Q5 2.0 TDI Premium Plus,16 Lakh,"94,002 kms",Diesel,Automatic,2nd Owner,2014,4367 cc,5 Seats
5241,Mercedes-Benz C-Class C 220 CDI Avantgarde,11.90 Lakh,"90,004 kms",Diesel,Automatic,3rd Owner,2014,1968 cc,5 Seats
5242,BMW X5 xDrive 30d M Sport,29 Lakh,"83,005 kms",Diesel,Automatic,2nd Owner,2014,1968 cc,5 Seats
5243,Ford Ecosport 1.5 Diesel Titanium,4.75 Lakh,"62,500 kms",Diesel,Manual,1st Owner,2015,4367 cc,5 Seats
5244,Mercedes-Benz B Class B180 Sports,12.90 Lakh,"67,000 kms",Petrol,Automatic,2nd Owner,2013,1998 cc,5 Seats
5245,Audi A8 L 50 TDI Quattro Premium Plus,42 Lakh,"81,250 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
5246,Jaguar XJ 3.0L LWB Ultimate,22.90 Lakh,"79,004 kms",Diesel,Automatic,2nd Owner,2012,1498 cc,5 Seats
5247,Mercedes-Benz M-Class ML 250 CDI,21.90 Lakh,"80,000 kms",Diesel,Automatic,2nd Owner,2014,1582 cc,5 Seats
5248,Land Rover Range Rover Vogue SE 4.4 SDV8,35.25 Lakh,"87,002 kms",Diesel,Automatic,2nd Owner,2013,1248 cc,5 Seats
5249,Audi Q5 2.0 TDI Premium Plus,14.25 Lakh,"94,002 kms",Diesel,Automatic,2nd Owner,2013,998 cc,5 Seats
5250,Audi A6 2.0 TDI Premium Plus,14.25 Lakh,"82,005 kms",Diesel,Automatic,2nd Owner,2013,1248 cc,5 Seats
5251,Land Rover Range Rover Vogue SE 4.4 SDV8,39.75 Lakh,"95,004 kms",Diesel,Automatic,1st Owner,2013,1956 cc,5 Seats
5252,BMW X1 sDrive20i xLine,28.10 Lakh,"68,753 kms",Petrol,Automatic,2nd Owner,2019,1956 cc,5 Seats
5253,Audi Q5 30 TDI quattro Premium,14.75 Lakh,"80,000 kms",Diesel,Automatic,3rd Owner,2015,2967 cc,5 Seats
5254,Ford Ecosport 1.5 DV5 MT Titanium,4.75 Lakh,"62,500 kms",Diesel,Manual,1st Owner,2015,0 cc,5 Seats
5255,Hyundai Creta 1.6 CRDi AT S Plus,8.95 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2017,1950 cc,5 Seats
5256,Maruti Baleno 1.3 Zeta,6.20 Lakh,"55,500 kms",Diesel,Manual,1st Owner,2018,1798 cc,7 Seats
5257,Hyundai Venue SX Opt iMT,11.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1998 cc,5 Seats
5258,Maruti Baleno 1.3 Zeta,6.25 Lakh,"54,000 kms",Diesel,Manual,1st Owner,2018,1950 cc,4 Seats
5259,Tata Harrier XM,12.50 Lakh,"32,500 kms",Diesel,Manual,1st Owner,2019,1968 cc,5 Seats
5260,Tata Harrier XM,12.60 Lakh,"33,500 kms",Diesel,Manual,1st Owner,2019,1991 cc,5 Seats
5261,Audi Q5 3.0 TDI Quattro Technology,21 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2015,1598 cc,5 Seats
5262,MG ZS EV Exclusive,21.10 Lakh,"38,000 kms",Electric,Automatic,1st Owner,2020,2755 cc,5 Seats
5263,Mercedes-Benz C-Class Progressive C 200,36.50 Lakh,"16,500 kms",Petrol,Automatic,1st Owner,2018,1968 cc,5 Seats
5264,Audi A6 35 TFSI Matrix,36.75 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,1995 cc,5 Seats
5265,Mini Cooper D,18.90 Lakh,"29,000 kms",Diesel,Automatic,2nd Owner,2014,2499 cc,5 Seats
5266,Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1498 cc,5 Seats
5267,Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1998 cc,5 Seats
5268,Mercedes-Benz E-Class Expression E 200 BSIV,44 Lakh,"65,000 kms",Petrol,Automatic,1st Owner,2018,2494 cc,5 Seats
5269,Renault Duster Petrol RxL,5.75 Lakh,"49,000 kms",Petrol,Manual,2nd Owner,2017,1950 cc,5 Seats
5270,Toyota Innova Crysta 2.8 GX AT BSIV,18.75 Lakh,"26,000 kms",Diesel,Automatic,1st Owner,2018,1199 cc,5 Seats
5271,Audi Q3 35 TDI Quattro Premium Plus,14.75 Lakh,"76,000 kms",Diesel,Automatic,2nd Owner,2016,1199 cc,5 Seats
5272,BMW 6 Series GT 620d Luxury Line 2019-2021,60.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2020,1991 cc,5 Seats
5273,Lexus NX 300h Luxury,48 Lakh,"49,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,7 Seats
5274,Volkswagen Polo 1.5 TDI Trendline,4.10 Lakh,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1991 cc,5 Seats
5275,BMW 5 Series 530i M Sport,66 Lakh,"6,000 kms",Petrol,Automatic,1st Owner,2022,1998 cc,5 Seats
5276,Toyota Camry 2.5 Hybrid,23.50 Lakh,"47,000 kms",Petrol,Automatic,1st Owner,2017,1997 cc,5 Seats
5277,Mercedes-Benz C-Class Progressive C 200,36 Lakh,"17,000 kms",Petrol,Automatic,1st Owner,2018,1799 cc,7 Seats
5278,Honda Amaze S Petrol,6.40 Lakh,"25,102 kms",Petrol,Manual,1st Owner,2019,2499 cc,5 Seats
5279,Tata Tiago 1.2 Revotron XT,4.90 Lakh,"10,000 kms",Petrol,Manual,2nd Owner,2018,2498 cc,5 Seats
5280,Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,4367 cc,5 Seats
5281,Maruti Alto 800 LXI,2.20 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2016,2179 cc,7 Seats
5282,Mercedes-Benz GLC 300 4MATIC Sport,48.10 Lakh,"29,000 kms",Petrol,Automatic,1st Owner,2019,2179 cc,7 Seats
5283,BMW X3 xDrive 30i Luxury Line,45 Lakh,"25,500 kms",Petrol,Automatic,1st Owner,2018,2987 cc,5 Seats
5284,Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,1998 cc,5 Seats
5285,Honda Civic 1.8 V AT,2 Lakh,"90,000 kms",Petrol,Automatic,1st Owner,2008,2143 cc,5 Seats
5286,Lexus NX 300h Luxury,48.25 Lakh,"48,000 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats
5287,Mahindra Thar 4X4,5.90 Lakh,"59,000 kms",Diesel,Manual,2nd Owner,2014,2755 cc,5 Seats
5288,Land Rover Range Rover 4.4 Diesel LWB Autobiography,1.90 Crore,"68,500 kms",Diesel,Automatic,1st Owner,2019,2998 cc,5 Seats
5289,Land Rover Range Rover Evoque 2.2L Prestige,25.90 Lakh,"69,000 kms",Diesel,Automatic,2nd Owner,2014,1995 cc,5 Seats
5290,Land Rover Range Rover Evoque 2.2L Prestige,29.90 Lakh,"69,000 kms",Diesel,Automatic,1st Owner,2015,2987 cc,5 Seats
5291,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.90 Lakh,"79,000 kms",Diesel,Automatic,3rd Owner,2015,2993 cc,5 Seats
5292,BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,1582 cc,5 Seats
5293,Mercedes-Benz GLC 220d 4MATIC Sport,38.90 Lakh,"69,000 kms",Diesel,Automatic,1st Owner,2017,2143 cc,5 Seats
5294,Chevrolet Beat LS,1.07 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2011,2487 cc,5 Seats
5295,Toyota Fortuner 2.8 2WD MT BSIV,31 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1595 cc,5 Seats
5296,BMW X7 xDrive 40i,1.15 Crore,"39,000 kms",Petrol,Automatic,1st Owner,2019,1396 cc,5 Seats
5297,Hyundai Tucson 2.0 e-VGT 2WD AT GL,15.50 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats
5298,Mercedes-Benz S-Class S 350 CDI,51 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2015,1956 cc,5 Seats
5299,BMW X5 xDrive 30d Expedition,56.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,5 Seats
5300,Hyundai Creta 1.6 CRDi SX,10 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
5301,Mercedes-Benz E-Class E250 CDI Avantgarde,25.90 Lakh,"60,625 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats
5302,Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,2143 cc,7 Seats
5303,Mercedes-Benz A Class A180 Sport,17 Lakh,"68,000 kms",Petrol,Automatic,1st Owner,2017,1461 cc,5 Seats
5304,Hyundai i20 1.4 CRDi Sportz,3 Lakh,"82,000 kms",Diesel,Manual,1st Owner,2011,1968 cc,5 Seats
5305,Honda City V MT,3.50 Lakh,"67,000 kms",Petrol,Manual,2nd Owner,2011,1991 cc,5 Seats
5306,Jeep Compass 2.0 Sport Plus BSIV,15.75 Lakh,"62,000 kms",Diesel,Manual,1st Owner,2019,1950 cc,5 Seats
5307,Chevrolet Beat LT Option,1.50 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2011,936 cc,5 Seats
5308,Maruti Swift Dzire VXI 1.2,5.60 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2017,999 cc,5 Seats
5309,Maruti Baleno 1.2 CVT Delta,5.25 Lakh,"75,000 kms",Petrol,Automatic,1st Owner,2016,796 cc,5 Seats
5310,Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,1950 cc,7 Seats
5311,Renault Duster 110PS Diesel RxL,3.25 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2013,1968 cc,7 Seats
5312,Skoda Yeti Ambition 4X2,3.25 Lakh,"1,03,000 kms",Diesel,Manual,1st Owner,2013,1199 cc,5 Seats
5313,Mercedes-Benz GLC 300 4MATIC Sport,48 Lakh,"28,500 kms",Petrol,Automatic,1st Owner,2019,1364 cc,5 Seats
5314,Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1995 cc,7 Seats
5315,Chevrolet Beat Diesel,1.20 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2013,1582 cc,5 Seats
5316,Renault Triber RXT,6.25 Lakh,"22,000 kms",Petrol,Manual,1st Owner,2020,1969 cc,5 Seats
5317,Maruti Alto LXi,1.90 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2011,2179 cc,5 Seats
5318,Mercedes-Benz E-Class Exclusive E 220d,76.25 Lakh,"2,000 kms",Diesel,Automatic,1st Owner,2022,1950 cc,5 Seats
5319,Audi A4 2.0 TDI Technology Edition,7.50 Lakh,"1,38,000 kms",Diesel,Automatic,3rd Owner,2012,1998 cc,5 Seats
5320,Tata Tiago 1.2 Revotron XZ WO Alloy,3.50 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2016,1373 cc,7 Seats
5321,Toyota Etios Liva GD,3.25 Lakh,"1,65,000 kms",Diesel,Manual,3rd Owner,2012,2987 cc,5 Seats
5322,BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,1997 cc,5 Seats
5323,Hyundai Creta 1.6 SX Automatic Diesel,13 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats
5324,Volvo XC 90 D5 Inscription BSIV,37 Lakh,"1,00,000 kms",Diesel,Automatic,2nd Owner,2016,1248 cc,5 Seats
5325,Mahindra Scorpio S11,18.50 Lakh,"35,000 kms",Diesel,Manual,2nd Owner,2021,796 cc,5 Seats
5326,Mercedes-Benz C-Class Progressive C 200,47.90 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2021,1996 cc,6 Seats
5327,Chevrolet Cruze LTZ AT,4.10 Lakh,"80,000 kms",Diesel,Automatic,3rd Owner,2012,1120 cc,7 Seats
5328,Maruti Ertiga VXI,4 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2013,1998 cc,5 Seats
5329,Mercedes-Benz S-Class S 350 CDI,83 Lakh,"61,000 kms",Diesel,Automatic,2nd Owner,2017,1248 cc,5 Seats
5330,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,85 Lakh,"38,000 kms",Petrol,Automatic,1st Owner,2020,1969 cc,5 Seats
5331,Hyundai EON 1.0 Era Plus,2.25 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,796 cc,5 Seats
5332,Maruti Swift Dzire VDi,3 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2010,1999 cc,5 Seats
5333,Maruti Alto LXi,1.50 Lakh,"1,00,000 kms",Petrol,Manual,1st Owner,2010,2494 cc,5 Seats
5334,MG Gloster Savvy 7-Str,39.65 Lakh,"11,000 kms",Diesel,Automatic,2nd Owner,2021,2993 cc,7 Seats
5335,Hyundai Grand i10 CRDi Magna,3.25 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats
5336,Chevrolet Cruze LTZ,4.15 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2014,1968 cc,5 Seats
5337,Maruti Vitara Brezza LDi Option,6 Lakh,"1,25,000 kms",Diesel,Manual,2nd Owner,2017,1047 cc,7 Seats
5338,Volvo S90 D4 Inscription BSIV,44.75 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2018,1950 cc,5 Seats
5339,Maruti Alto 800 CNG LXI,2.40 Lakh,"1,40,000 kms",Cng,Manual,1st Owner,2016,1995 cc,5 Seats
5340,Hyundai Alcazar Prestige AT,18.90 Lakh,"16,000 kms",Petrol,Automatic,1st Owner,2021,3200 cc,7 Seats
5341,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,9.80 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1396 cc,5 Seats
5342,BMW X5 xDrive 30d,29.75 Lakh,"85,000 kms",Diesel,Automatic,2nd Owner,2015,1997 cc,5 Seats
5343,Honda Amaze S i-Dtech,2.60 Lakh,"1,50,000 kms",Diesel,Manual,1st Owner,2013,2179 cc,7 Seats
5344,Volkswagen Passat Highline DSG S,3.39 Lakh,"98,000 kms",Diesel,Automatic,2nd Owner,2009,1461 cc,5 Seats
5345,Tata Tiago 1.05 Revotorq XT,3.50 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
5346,Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,4461 cc,5 Seats
5347,BMW 3 Series 320d Luxury Line,8 Lakh,"70,000 kms",Diesel,Automatic,3rd Owner,2012,1498 cc,5 Seats
5348,Mitsubishi Montero 3.2 GLS,5 Lakh,"1,88,000 kms",Diesel,Manual,2nd Owner,2007,998 cc,5 Seats
5349,Hyundai Verna CRDi 1.4 EX,8.90 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2019,2967 cc,7 Seats
5350,Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,1993 cc,5 Seats
5351,Mahindra XUV500 W6 2WD,9.50 Lakh,"1,33,000 kms",Diesel,Manual,1st Owner,2016,1396 cc,5 Seats
5352,Nissan Sunny Diesel XL,2.50 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2012,1086 cc,5 Seats
5353,Maruti Swift ZDI,7.57 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2019,796 cc,5 Seats
5354,Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,1396 cc,4 Seats
5355,Honda City i-DTEC ZX,8.25 Lakh,"60,000 kms",Diesel,Manual,3rd Owner,2018,1497 cc,5 Seats
5356,Kia Sonet GTX Plus Turbo DCT,14.50 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2021,1799 cc,7 Seats
5357,Audi Q7 3.0 TDI Quattro Premium Plus,12.90 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2011,1248 cc,7 Seats
5358,Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,2925 cc,5 Seats
5359,Hyundai i20 Sportz 1.4 CRDi,3.50 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2012,1197 cc,5 Seats
5360,Hyundai i10 Magna 1.1L,1.10 Lakh,"1,20,000 kms",Petrol,Manual,4th Owner,2008,1598 cc,5 Seats
5361,Maruti Alto LX,1.50 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2006,2993 cc,5 Seats
5362,Hyundai Creta 1.4 CRDi S,8.35 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2017,2925 cc,5 Seats
5363,Honda Mobilio S i-VTEC,4 Lakh,"1,44,000 kms",Petrol,Manual,1st Owner,2015,2967 cc,5 Seats
5364,Honda Civic 1.8 (E) MT,1.50 Lakh,"70,000 kms",Petrol,Manual,3rd Owner,2008,3498 cc,4 Seats
5365,Maruti Swift VDI BSIV,5.25 Lakh,"1,50,000 kms",Diesel,Manual,1st Owner,2015,1396 cc,5 Seats
5366,Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,2993 cc,5 Seats
5367,Maruti Ritz LXi,3 Lakh,"1,00,000 kms",Petrol,Manual,2nd Owner,2016,1248 cc,5 Seats
5368,Mini Cooper S,19.75 Lakh,"35,002 kms",Petrol,Automatic,2nd Owner,2012,1198 cc,7 Seats
5369,BMW 7 Series 730Ld Eminence,28 Lakh,"50,002 kms",Diesel,Automatic,2nd Owner,2014,1248 cc,5 Seats
5370,Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,2184 cc,5 Seats
5371,Audi Q7 3.0 TDI Quattro Premium Plus,18 Lakh,"50,001 kms",Diesel,Automatic,2nd Owner,2013,1248 cc,5 Seats
5372,Mercedes-Benz S-Class S 350 L,9.25 Lakh,"82,002 kms",Petrol,Automatic,3rd Owner,2008,1197 cc,7 Seats
5373,Hyundai i20 Magna 1.4 CRDi (Diesel),3.20 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,1248 cc,5 Seats
5374,BMW X5 xDrive 30d xLine,83 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2020,2967 cc,7 Seats
5375,Tata Indica Aqua 1.3 Quadrajet (ABS),1.30 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,998 cc,5 Seats
5376,Tata Nexon 1.2 Revotron XZ,7 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2018,1120 cc,5 Seats
5377,Maruti Swift Dzire VDi,3.50 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2011,999 cc,7 Seats
5378,Mahindra Thar LX 4-Str Convert Top Diesel AT,18.75 Lakh,"30,000 kms",Diesel,Automatic,1st Owner,2020,2987 cc,5 Seats
5379,Maruti Swift Dzire VDi,3.50 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2011,1353 cc,5 Seats
5380,Hyundai i20 Asta,2.67 Lakh,"71,000 kms",Petrol,Manual,2nd Owner,2010,2982 cc,5 Seats
5381,Maruti SX4 VDI,2.20 Lakh,"1,15,000 kms",Diesel,Manual,2nd Owner,2011,1047 cc,5 Seats
5382,Audi Q7 45 TDI Quattro Technology,46 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,1995 cc,5 Seats
5383,Maruti Celerio VXI MT BSIV,4.50 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2019,1462 cc,5 Seats
5384,Hyundai Grand i10 CRDi Asta Option,3.70 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2014,1968 cc,5 Seats
5385,Nissan Magnite XV DT,6.40 Lakh,"46,000 kms",Petrol,Manual,2nd Owner,2021,1956 cc,7 Seats
5386,Mercedes-Benz GLS 350d Grand Edition,59.50 Lakh,"45,000 kms",Diesel,Automatic,2nd Owner,2016,2143 cc,5 Seats
5387,Kia Seltos GTX Plus DCT,17.25 Lakh,"25,000 kms",Petrol,Automatic,2nd Owner,2020,1498 cc,5 Seats
5388,Toyota Fortuner 4x2 Manual,10.50 Lakh,"1,10,000 kms",Diesel,Manual,2nd Owner,2012,1248 cc,7 Seats
5389,Tata Tiago 1.05 Revotorq XT,3.51 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2017,998 cc,7 Seats
5390,BMW 5 Series 520d Luxury Line,48 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,1999 cc,5 Seats
5391,Maruti Ertiga ZXI AT Petrol,11.10 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2021,1248 cc,5 Seats
5392,Audi Q5 2.0 TDI,7.50 Lakh,"1,10,000 kms",Diesel,Automatic,3rd Owner,2011,1197 cc,5 Seats
5393,Tata Harrier XT,14 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2020,1061 cc,5 Seats
5394,Mercedes-Benz GLE 250d,56 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2019,2996 cc,5 Seats
5395,Honda Amaze EX i-Dtech,3.50 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2014,1493 cc,7 Seats
5396,Maruti Ciaz ZDi,4.50 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2014,1197 cc,5 Seats
5397,Maruti Alto K10 VXI,2.65 Lakh,"18,570 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
5398,Land Rover Discovery Sport TD4 HSE,29.50 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2016,2995 cc,5 Seats
5399,Chevrolet Enjoy TCDi LS 7 Seater,2.10 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,1461 cc,5 Seats
5400,Maruti Baleno Zeta,6.50 Lakh,"25,000 kms",Petrol,Manual,2nd Owner,2019,2993 cc,5 Seats
5401,Maruti Alto Vxi 1.1,1.25 Lakh,"1,20,000 kms",Petrol,Manual,2nd Owner,2007,2982 cc,5 Seats
5402,Mercedes-Benz GLS 400 4MATIC,62.50 Lakh,"80,000 kms",Petrol,Automatic,1st Owner,2017,1998 cc,5 Seats
5403,Mahindra TUV 300 T8,5.50 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2018,1968 cc,5 Seats
5404,Hyundai Grand i10 Magna,3.20 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
5405,Maruti Swift VDI,3.50 Lakh,"99,218 kms",Diesel,Manual,1st Owner,2012,1582 cc,6 Seats
5406,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1.92 Crore,"40,000 kms",Petrol,Automatic,1st Owner,2019,1353 cc,5 Seats
